,Unnamed: 0,country,description,designation,rating,price,province,region,title,variety,winery
10170,10170,Spain,"Don't let the gold color fool you, this is quite vital with floral, leesy, almost grassy aromas. Bracing acidity is at the core with clover, grass, quince and sour-apricot flavors. Blasting acidity is a force on the finish.",Pazo Cilleiro,87,20.0,Galicia,Rías Baixas,bodegas muriel 2014 pazo cilleiro albariño rías baixas,Albariño,Bodegas Muriel
10180,10180,Spain,"Light apple and spice aromas are simple, straightforward and appealing. The palate shows good balance, freshness and tasty flavors of candied pineapple and orange. Finishes juicy and correct.",Selección Especial Brut,87,10.0,Catalonia,Cava,marques de monistrol nv selección especial brut sparkling cava,Sparkling Blend,Marques de Monistrol
10187,10187,Spain,"Tight and gritty on the bouquet, with licorice and herbal aromas. Comes across hard and tannic in the mouth, with blackberry and herbal flavors. Tannic like nails on the finish, with lemony oak notes.",Spiga,87,31.0,Northern Spain,Ribera del Duero,o fournier 2008 spiga ribera del duero,Tinto del Pais,O. Fournier
10192,10192,Spain,"Opens with leathery aromas suggestive of animal hide along with a leafy element and nuttiness. Airing reveals a compact, medium-intensity palate with baked, roasted, fairly sweet berry flavors. Finishes sweet and mildly leafy.",Reserva,87,30.0,Northern Spain,Rioja,fernández de piérola 2004 reserva rioja,Tempranillo,Fernández de Piérola
10193,10193,Spain,"Jammy and granular smelling at first, then charred aromas rise up and take over. The palate is round and healthy, with forward berry, plum, herb and barrel flavors. Finishes toasty and chocolaty, with drying tannins and a lot of spice flavor.",Crianza,87,20.0,Northern Spain,Rioja,fernández de piérola 2007 crianza rioja,Tempranillo,Fernández de Piérola
10204,10204,Spain,"There’s plenty of enjoyment in this modestly priced wine, which has dusty, earthy aromas and just the slightest hint of citrus and melon. It’s very dry and faintly fruity. Has a bit of a scouring quality from high acidity, and it’s rough, but it’s exceptionally clean and brisk.",Brut,86,9.0,Catalonia,Penedès,cristalino nv brut penedès,Champagne Blend,Cristalino
10205,10205,Spain,"Bone-dry and austere, this is a wine for people who feel that fruit and sugar have no place in a sparkling wine. The aromas are of sun-baked earth and dust, with a trace of vanilla and white chocolate. All you really experience on the palate is acidity, alcohol and weight, although if you try hard you can imagine a squeeze of lime. It’s very clean.",Brut Nature Reserva de la Fami,86,17.0,Catalonia,Penedès,juvé y camps nv brut nature reserva de la fami penedès,Champagne Blend,Juvé y Camps
10218,10218,Spain,"A pleasant, softly fruity bubbly with a tad more sweetness than you’d think from “Extra Dry.” It has some pretty flavors of apple juice with a dash of lime. Crisp acidity and fine, distinct bubbles keep things lively and fresh with this very clean crowd-pleaser of a wine.",Cordon Negro Extra Dry,85,8.0,Catalonia,Penedès,freixenet nv cordon negro extra dry penedès,Champagne Blend,Freixenet
10222,10222,Spain,"This just off-dry bubbly marches to the beat of a different drummer. The underlying aromas are of lime, but there’s something strong and earthy that suggests dust, warm tree bark, or acrid honey. That penetrating flavor follows through in the mouth, where it turns a little sweet. But crisp acidity and good bubbles keep things balanced and cheerful.",Semi-Seco Reserva,85,13.0,Catalonia,Penedès,parxet nv semiseco reserva penedès,Champagne Blend,Parxet
10223,10223,Spain,"Starts out with some earthy, toasty and minerally aromas, with a streak of minty anise. This is a very full-bodied wine, loaded with earthy, mushroomy flavors, like biting into a heaping handful of mulch. It's also very dry, clean and organized enough to call a good value.",Blanc de Blancs Brut,85,6.0,Catalonia,Penedès,paul cheneau nv blanc de blancs brut chardonnay penedès,Chardonnay,Paul Cheneau
10285,10285,Spain,"Dense and concentrated on the nose, this features blackberry and black cherry aromas, with hardly any perceptible oak. It feels fresh but choppy and tannic, with roasted plum, berry and savory spice flavors. It's baked in flavor and gritty in feel as it finishes.",,88,17.0,Northern Spain,Calatayud,picos pardos 2010 garnacha calatayud,Garnacha,Picos Pardos
10291,10291,Spain,"Bold berry aromas charge forth in a clean, pointed fashion. This feels firm and solid, with no obvious flaws and a dark flavor of blackberry that's offset by notes of rooty licorice and sweet brown sugar. Lengthy and fresh on the finish.",Roble,88,14.0,Northern Spain,Toro,toriles 2010 roble toro,Tinta de Toro,Toriles
10295,10295,Spain,"Applesauce, lime and mineral aromas comprise the shy bouquet on this Cava. It feels round yet alive, with crisp apple and peach flavors. Citrus-driven acidity comes out on the finish.",Brut Reserva Made with Organic Grapes,88,19.0,Catalonia,Cava,marqués de gelida 2009 brut reserva made with organic grapes sparkling cava,Sparkling Blend,Marqués de Gelida
10332,10332,Spain,"A barrel-aged surprise. The nose is round and toasty but not overwooded. The palate is balanced and elegant, with full, round, integrated flavors of dry apple, cream and spice. Has the right texture to be considered elevated and classy; 70% Treixadura with five other white grapes.",Domillor Harvest Selection,90,19.0,Galicia,Ribeiro,viña mein 2009 domillor harvest selection white ribeiro,White Blend,Viña Mein
10342,10342,Spain,"An elegant and well-made Albariño with lemon chiffon, pear and green apple aromas. The palate is just right in feel, depth and minerality, with apple, pear, honeydew and hidden spice flavors. Clean, teetering on lush and delicious as it finishes. Drink this pretty wine as soon as possible.",,90,15.0,Galicia,Rías Baixas,leira 2009 albariño rías baixas,Albariño,Leira
10354,10354,Spain,"Grapy, balsamic aromas of blueberry and wild brush come with a hint of animal fur. Hard, edgy and compact in feel, this tastes punchy, with a note of vinegar and plum skins to an otherwise black-fruit flavor profile. Shallow, raw and tannic on the finish.",Roble,87,23.0,Northern Spain,Bierzo,encanto 2012 roble mencía bierzo,Mencía,Encanto
10355,10355,Spain,"Largely neutral lime and generic citrus aromas lead to the type of crisp, fresh palate Txakoli is known for. Tart, snappy lemon and orange flavors are lasting on a cutting finish.",,87,17.0,Northern Spain,Getariako Txakolina,finca jakue 2015 white getariako txakolina,White Blend,Finca Jakue
10357,10357,Spain,"Saucy, leathery berry and cherry aromas are totally adequate. This feels good for the most part, with rubbery tannins and some grab. Blackberry and plum flavors are basic and finish with savory notes.",,87,10.0,Northern Spain,Rioja,taron 2014 rioja,Tempranillo,Taron
10361,10361,Spain,"Hard-spice aromas rest on top of cherry and briar aromas. Fresh and snappy on the palate, this medium-bodied Rioja delivers fully oaked flavors of vanilla and butter along with strawberry and raspberry fruit. A distinct buttery flavor rides high on the finish.",,87,11.0,Northern Spain,Rioja,aspaldi 2013 rioja,Red Blend,Aspaldi
10364,10364,Spain,"Earthy, medicinal cherry and leather aromas come in front of a tight, pointed, firm palate. Medicinal notes carry onto the flavor profile, which is bold and slightly leafy and cool. An aggressive finish with rubbery tannins and juicy intensity indicates that this will last for years to come, should you want to revisit.",,87,30.0,Northern Spain,Ribera del Duero,carravid 2013 ribera del duero,Tempranillo Blend,Carravid
10401,10401,Spain,"Roasted and rubbery, this features potent leather and compost aromas that settle with airing. Angular, aggressive and full of power and lemony oak, it also has raw wood and heavily toasted black-fruit flavors. Long, peppery and choppy, it's powerful and stomping. Best to hold this for 3–5 years before drinking, when it should emerge as a better, more approachable wine.",Expresión,91,70.0,Northern Spain,Ribera del Duero,alidis 2009 expresión ribera del duero,Tempranillo,Alidis
10402,10402,Spain,"This is supersmooth and attractive, with earth, cola, tobacco, balsam and solid berry aromas. The palate rings with vitality, while the flavor profile consists of an ideal mix of vanilla, herb, tomato and berry. Dry on the finish, with a leathery note. Drink now–2018.",Ángel,91,55.0,Northern Spain,Ribera del Duero,arrocal 2006 ángel ribera del duero,Tinto Fino,Arrocal
10408,10408,Spain,"This borderline overripe big boy tosses out aromas of raisin, baked black plum and jammy black currant. It's lush, solid and steady, but blocky on the palate. Flavors of cassis and black cherry finish with ripe, sweet flavors of brown sugar, cassis and chocolate. Drink through 2021.",Lagunilla Optimus,91,50.0,Northern Spain,Rioja,marqués de la concordia 2010 lagunilla optimus rioja,Tempranillo Blend,Marqués de la Concordia
10435,10435,Spain,"Floral aromas suggest rose hips, while lemony oak scents provide framing for earthy berry and cherry notes. This is reaching maturity; it's fresh and plush on the palate. Flavors of cherry, blackberry and coffee finish smooth and quick, with a touch of residual juicy acidity. Drink through 2020.",Hacienda Zorita Abascal Vineyard,91,30.0,Northern Spain,Ribera del Duero,marqués de la concordia 2009 hacienda zorita abascal vineyard ribera del duero,Tempranillo,Marqués de la Concordia
10436,10436,Spain,"Cherry, blackberry and baking-spice aromas are classic for this winery and the Rioja region. Bright, elegant and just plush enough on the palate, this tastes of plum, spiced berry fruits and mocha. A composed, dry, loamy feeling finish isn't pushy or demanding. Drink this easygoer through 2021.",Finca Ygay Reserva,91,26.0,Northern Spain,Rioja,marqués de murrieta 2011 finca ygay reserva rioja,Tempranillo Blend,Marqués de Murrieta
10467,10467,Spain,"Power and precision are accounted for on a deep, minerally nose that's loaded with cassis and blackberry aromas. A tight, rounded-by-oak palate offers flavors of coconut, vanilla, buttered toast, blackberry and cassis, while toast and vanilla flavors steer a potent finish. Aged six months in oak; drink through 2016.",Abadia de San Quirce,90,16.0,Northern Spain,Ribera del Duero,bodegas imperiales 2012 abadia de san quirce ribera del duero,Tempranillo Blend,Bodegas Imperiales
10488,10488,Spain,"This varietal Trepat is fresh and dainty on the nose, with strawberry aromas. A direct, pure, juicy palate is elegant, and, like the nose, this tastes of red fruits, raspberry and cherry included. A clean finish glides away with grace and length. Drink now.",,90,25.0,Catalonia,Conca de Barberà,molí dels capellans 2012 trepat conca de barberà,Trepat,Molí dels Capellans
10515,10515,Spain,"Smells mature and slightly baked, with granular, sweet, raisiny core aromas. The palate is full in size and smooth in feel, with ripe berry flavors fading to raisin and prune on the back palate and finish. Chunky, flavorful and ready to drink now.",Valdecampaña Crianza,88,16.0,Northern Spain,Ribera del Duero,recoletas 2005 valdecampaña crianza ribera del duero,Tempranillo,Recoletas
10520,10520,Spain,"Begins with weight and yeasty, bready, white fruit aromas. The palate is round and full, with lime, apple and kiwi flavors. Zesty and proper on the finish, with good length and clarity. Solid and nice throughout.",Brut Exclusive Reserva,88,15.0,Catalonia,Cava,marqués de gelida 2007 brut exclusive reserva sparkling cava,Sparkling Blend,Marqués de Gelida
10522,10522,Spain,"Dry, minty oak aromas mix well with snappy plum and vanilla to form a proper, pleasing bouquet. The palate is fresh, vibrant and houses sweet, slightly spicy plum and berry flavors. Same on the finish, which is correct, spicy and dry.",,88,17.0,Northern Spain,Ribera del Duero,protos 2009 ribera del duero,Tinto Fino,Protos
10523,10523,Spain,"This is a perennial winner among well-priced Spanish whites. The nose is clean, light and suggests apple blossom and buttercup. The palate has a good, tight, regular feel and honest flavors of green fruits and melon. Pleasant at every checkpoint.",,88,15.0,Galicia,Ribeiro,viña costeira 2010 white ribeiro,White Blend,Viña Costeira
10524,10524,Spain,"A bit roasted and reedy smelling, with a hint of stem and grass mixed with berry and leather. The palate is full and feels creamy, with mildly roasted black fruit and leathery flavors. Good on the finish as the wine picks up steam and clarity with airing.",Reserva,88,25.0,Northern Spain,Ribera del Duero,viña mayor 2005 reserva ribera del duero,Tinto Fino,Viña Mayor
10535,10535,Spain,"Can Blau's wines are always black in color and fully extracted. This is no different, and its aromas of boysenberry and wood smoke are inviting. Full, flush and meaty on the palate, this multigrape blend pours on the black plum, blackberry and boysenberry flavors, while the finish is dense and chocolaty. Drink through 2020.",,90,17.0,Catalonia,Montsant,can blau 2012 red montsant,Red Blend,Can Blau
